"행정구역","2023년10월_총인구수","2023년10월_세대수","2023년10월_세대당 인구","2023년10월_남자 인구수","2023년10월_여자 인구수","2023년10월_남여 비율"
"경상남도 거제시 고현동(4831058000)","34,570","15,584","          2.22","17,688","16,882","          1.05"
"경상남도 거제시 상문동(4831059000)","33,012","11,893","          2.78","16,710","16,302","          1.03"
"경상남도 거제시 수양동(4831060000)","22,820","8,223","          2.78","11,574","11,246","          1.03"
"경상남도 양산시 (4833000000)","355,136","158,258","          2.24","177,636","177,500","          1.00"
"경상남도 양산시 물금읍(4833025300)","119,778","49,093","          2.44","59,173","60,605","          0.98"
"경상남도 양산시 동면(4833031000)","45,468","19,307","          2.36","22,957","22,511","          1.02"
"경상남도 양산시 원동면(4833032000)","3,307","2,001","          1.65","1,680","1,627","          1.03"
"경상남도 양산시 상북면(4833033000)","12,014","6,278","          1.91","6,128","5,886","          1.04"
"경상남도 양산시 하북면(4833034000)","7,806","4,270","          1.83","4,030","3,776","          1.07"
"경상남도 양산시 중앙동(4833051000)","10,930","6,477","          1.69","5,766","5,164","          1.12"
"경상남도 양산시 양주동(4833051500)","31,301","12,834","          2.44","15,042","16,259","          0.93"
"경상남도 양산시 삼성동(4833052000)","20,752","10,421","          1.99","10,959","9,793","          1.12"
"경상남도 양산시 강서동(4833053000)","8,619","3,859","          2.23","4,302","4,317","          1.00"
"경상남도 양산시 서창동(4833054000)","27,577","12,936","          2.13","14,374","13,203","          1.09"
"경상남도 양산시 소주동(4833055000)","19,729","9,694","          2.04","9,838","9,891","          0.99"
"경상남도 양산시 평산동(4833056000)","29,731","13,341","          2.23","14,455","15,276","          0.95"
"경상남도 양산시 덕계동(4833057000)","18,124","7,747","          2.34","8,932","9,192","          0.97"
"경상남도 양산시웅상출장소 (4833200000)","0","0","          0.00","0","0","          0.00"
"경상남도 의령군 (4872000000)","25,587","14,983","          1.71","12,723","12,864","          0.99"
"경상남도 의령군 의령읍(4872025000)","9,164","4,641","          1.97","4,582","4,582","          1.00"
"경상남도 의령군 가례면(4872031000)","1,623","888","          1.83","818","805","          1.02"
"경상남도 의령군 칠곡면(4872032000)","1,148","718","          1.60","560","588","          0.95"
"경상남도 의령군 대의면(4872033000)","1,020","658","          1.55","496","524","          0.95"
"경상남도 의령군 화정면(4872034000)","1,463","904","          1.62","729","734","          0.99"
"경상남도 의령군 용덕면(4872035000)","1,468","899","          1.63","752","716","          1.05"
"경상남도 의령군 정곡면(4872036000)","1,366","866","          1.58","670","696","          0.96"
"경상남도 의령군 지정면(4872037000)","1,783","1,148","          1.55","901","882","          1.02"
"경상남도 의령군 낙서면(4872038000)","716","459","          1.56","340","376","          0.90"
"경상남도 의령군 부림면(4872039000)","2,691","1,685","          1.60","1,315","1,376","          0.96"
"경상남도 의령군 봉수면(4872040000)","947","638","          1.48","498","449","          1.11"
"경상남도 의령군 궁류면(4872041500)","1,094","756","          1.45","521","573","          0.91"
"경상남도 의령군 유곡면(4872042000)","1,104","723","          1.53","541","563","          0.96"
"경상남도 함안군 (4873000000)","60,323","30,605","          1.97","30,874","29,449","          1.05"
"경상남도 함안군 가야읍(4873025000)","17,465","8,300","          2.10","8,859","8,606","          1.03"
"경상남도 함안군 칠원읍(4873025300)","18,327","7,822","          2.34","9,321","9,006","          1.03"
"경상남도 함안군 함안면(4873031000)","2,364","1,388","          1.70","1,209","1,155","          1.05"
"경상남도 함안군 군북면(4873032000)","5,786","3,424","          1.69","3,027","2,759","          1.10"
"경상남도 함안군 법수면(4873033000)","2,747","1,694","          1.62","1,411","1,336","          1.06"
"경상남도 함안군 대산면(4873034000)","3,230","2,047","          1.58","1,635","1,595","          1.03"
"경상남도 함안군 칠서면(4873035000)","5,032","2,761","          1.82","2,644","2,388","          1.11"
"경상남도 함안군 칠북면(4873036000)","1,846","1,137","          1.62","967","879","          1.10"
"경상남도 함안군 산인면(4873038000)","2,642","1,495","          1.77","1,337","1,305","          1.02"
"경상남도 함안군 여항면(4873039000)","884","537","          1.65","464","420","          1.10"
"경상남도 창녕군 (4874000000)","57,275","32,051","          1.79","28,615","28,660","          1.00"
"경상남도 창녕군 창녕읍(4874025000)","15,808","7,909","          2.00","7,871","7,937","          0.99"
"경상남도 창녕군 남지읍(4874025300)","11,719","6,087","          1.93","5,860","5,859","          1.00"
"경상남도 창녕군 고암면(4874031000)","1,753","1,082","          1.62","870","883","          0.99"
"경상남도 창녕군 성산면(4874032000)","1,534","994","          1.54","731","803","          0.91"
"경상남도 창녕군 대합면(4874033000)","3,630","2,295","          1.58","1,837","1,793","          1.02"
"경상남도 창녕군 이방면(4874034000)","2,309","1,450","          1.59","1,103","1,206","          0.91"
"경상남도 창녕군 유어면(4874035000)","1,683","1,090","          1.54","835","848","          0.98"
"경상남도 창녕군 대지면(4874036000)","2,345","1,333","          1.76","1,209","1,136","          1.06"
"경상남도 창녕군 계성면(4874037000)","2,170","1,375","          1.58","1,093","1,077","          1.01"
"경상남도 창녕군 영산면(4874038000)","5,021","2,785","          1.80","2,553","2,468","          1.03"
"경상남도 창녕군 장마면(4874039000)","1,805","1,116","          1.62","906","899","          1.01"
"경상남도 창녕군 도천면(4874040000)","2,595","1,542","          1.68","1,307","1,288","          1.01"
"경상남도 창녕군 길곡면(4874041000)","1,461","913","          1.60","744","717","          1.04"
"경상남도 창녕군 부곡면(4874042000)","3,442","2,080","          1.65","1,696","1,746","          0.97"
"경상남도 고성군 (4882000000)","49,488","26,515","          1.87","24,952","24,536","          1.02"
"경상남도 고성군 고성읍(4882025000)","23,359","11,311","          2.07","11,727","11,632","          1.01"
"경상남도 고성군 삼산면(4882031000)","1,728","1,037","          1.67","897","831","          1.08"
"경상남도 고성군 하일면(4882032000)","1,795","1,038","          1.73","881","914","          0.96"
"경상남도 고성군 하이면(4882033000)","2,596","1,419","          1.83","1,350","1,246","          1.08"
"경상남도 고성군 상리면(4882034000)","1,595","938","          1.70","803","792","          1.01"
"경상남도 고성군 대가면(4882035000)","1,630","993","          1.64","839","791","          1.06"
"경상남도 고성군 영현면(4882036000)","850","539","          1.58","393","457","          0.86"
"경상남도 고성군 영오면(4882037000)","1,372","802","          1.71","686","686","          1.00"
"경상남도 고성군 개천면(4882038000)","1,079","654","          1.65","542","537","          1.01"
"경상남도 고성군 구만면(4882039000)","992","612","          1.62","496","496","          1.00"
"경상남도 고성군 회화면(4882040000)","3,477","1,939","          1.79","1,725","1,752","          0.98"
"경상남도 고성군 마암면(4882041000)","1,698","964","          1.76","843","855","          0.99"
"경상남도 고성군 동해면(4882042000)","3,074","1,838","          1.67","1,596","1,478","          1.08"
"경상남도 고성군 거류면(4882043000)","4,243","2,431","          1.75","2,174","2,069","          1.05"
"경상남도 남해군 (4884000000)","40,946","22,642","          1.81","19,968","20,978","          0.95"
"경상남도 남해군 남해읍(4884025000)","12,649","6,264","          2.02","6,225","6,424","          0.97"
"경상남도 남해군 이동면(4884031000)","3,659","2,037","          1.80","1,788","1,871","          0.96"
"경상남도 남해군 상주면(4884032000)","1,606","915","          1.76","789","817","          0.97"
"경상남도 남해군 삼동면(4884033000)","3,765","2,212","          1.70","1,840","1,925","          0.96"
"경상남도 남해군 미조면(4884034000)","2,111","1,195","          1.77","1,106","1,005","          1.10"
"경상남도 남해군 남면(4884035000)","3,307","2,040","          1.62","1,596","1,711","          0.93"
"경상남도 남해군 서면(4884036000)","2,440","1,488","          1.64","1,191","1,249","          0.95"
"경상남도 남해군 고현면(4884037000)","3,324","1,843","          1.80","1,581","1,743","          0.91"
"경상남도 남해군 설천면(4884038000)","2,725","1,566","          1.74","1,300","1,425","          0.91"
"경상남도 남해군 창선면(4884039000)","5,360","3,082","          1.74","2,552","2,808","          0.91"
"경상남도 하동군 (4885000000)","41,784","23,636","          1.77","20,917","20,867","          1.00"
"경상남도 하동군 하동읍(4885025000)","9,464","4,897","          1.93","4,639","4,825","          0.96"
"경상남도 하동군 화개면(4885031000)","2,905","1,681","          1.73","1,461","1,444","          1.01"
"경상남도 하동군 악양면(4885032000)","3,410","1,974","          1.73","1,704","1,706","          1.00"
"경상남도 하동군 적량면(4885033000)","1,836","1,087","          1.69","904","932","          0.97"
"경상남도 하동군 횡천면(4885034000)","1,799","1,062","          1.69","889","910","          0.98"
"경상남도 하동군 고전면(4885035000)","2,041","1,206","          1.69","1,006","1,035","          0.97"
"경상남도 하동군 금남면(4885036000)","3,245","1,985","          1.63","1,669","1,576","          1.06"
"경상남도 하동군 진교면(4885037000)","5,650","2,948","          1.92","2,810","2,840","          0.99"
"경상남도 하동군 양보면(4885038000)","1,620","998","          1.62","801","819","          0.98"
"경상남도 하동군 북천면(4885039000)","1,599","961","          1.66","786","813","          0.97"
"경상남도 하동군 청암면(4885040000)","1,354","842","          1.61","716","638","          1.12"
"경상남도 하동군 옥종면(4885041000)","4,092","2,365","          1.73","2,074","2,018","          1.03"
"경상남도 하동군 금성면(4885042000)","2,769","1,630","          1.70","1,458","1,311","          1.11"
"경상남도 산청군 (4886000000)","33,800","19,636","          1.72","16,759","17,041","          0.98"
"경상남도 산청군 산청읍(4886025000)","6,728","3,683","          1.83","3,284","3,444","          0.95"
"경상남도 산청군 차황면(4886031000)","1,367","857","          1.60","674","693","          0.97"
